call_price,put_price,delta_call,delta_put,gamma,theta_call,theta_put,vega,rho_call,rho_put,d1,d2,stock_price,strike,time_to_expiry_years,risk_free_rate,volatility
105.19613185394596,0.028103273284365682,0.9980039230631204,-0.0019960769368796427,0.00013696348294900973,-0.02743610946778836,-0.0007152899601628068,0.013435919525045168,0.9721729846584661,-0.003136927369866526,2.878781051576127,2.7248701450996786,300.2300109863281,200.0,0.5,0.05,0.21766289133613037
